location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,2
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,2
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,3
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,3
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,4
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,5
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,5
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,6
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,6
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,7
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,8
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,9
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,10
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,11
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,12
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,14
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,17
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,19
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,22
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,1
