location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.01,1
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.025,1
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.05,1
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.1,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.15,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.2,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.25,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.3,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.35,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.4,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.45,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.5,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.55,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.6,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.65,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.7,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.75,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.8,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.85,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.9,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.95,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.975,2
Alabama,2023-06-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.99,2
Alabama,2023-06-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,5
Alabama,2023-06-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,5
Alabama,2023-06-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,5
