location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.01,0.021275202
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.025,0.025477711
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.05,0.034223825
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.1,0.059197815
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.15,0.124061907
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.2,0.173103728
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.25,0.258416084
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.3,0.312133794
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.35,0.357491589
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.4,0.410704873
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.45,0.447431794
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.5,0.494555421
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.55,0.532946502
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.6,0.588868223
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.65,0.646224054
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.7,0.711871156
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.75,0.802427739
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.8,0.941385458
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.85,1.316699308
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.9,1.925110969
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.95,2.946728747
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.975,3.719004415
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.99,4.536508754
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.01,0.049886721
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.025,0.060328057
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.05,0.089893616
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.1,0.235163505
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.15,0.296217914
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.2,0.387231626
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.25,0.541859852
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.3,0.652995305
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.35,0.726699544
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.4,0.791811056
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.45,0.852137239
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.5,0.925097661
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.55,1.008377527
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.6,1.076961126
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.65,1.172010315
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.7,1.284798295
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.75,1.49721256
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.8,1.74071063
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.85,2.196021333
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.9,3.602304422
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.95,5.171375976
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.975,6.58096341
Alabama,2023-04-30,2023-06-30,May WNV neuroinvasive disease cases,quantile,0.99,7.875144225
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.01,0.308094218
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.025,0.379839156
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.05,0.473999665
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.1,0.566907335
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.15,0.70231037
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.2,0.824969895
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.25,1.071696895
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.3,1.253791662
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.35,1.367758316
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.4,1.451058325
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.45,1.570925452
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.5,1.674981903
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.55,1.810194591
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.6,1.991612705
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.65,2.124235564
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.7,2.356296792
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.75,2.727758948
Alabama,2023-04-30,2023-07-31,May WNV neuroinvasive disease cases,quantile,0.8,3.298452699
