location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,2
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,2
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,3
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,3
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,4
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,5
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,6
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,7
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,9
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,11
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,15
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,21
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,32
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,65
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,127
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,301
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.2,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.25,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.3,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.35,2
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.4,2
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.45,3
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.5,3
