location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.5,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.55,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.6,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.65,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.7,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.75,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.8,0
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.85,1
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.9,1
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.95,3
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.975,7
Alabama,2023-05-31,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.99,17
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.5,1
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.55,1
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.6,1
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.65,2
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.7,2
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.75,3
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.8,4
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.85,6
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.9,10
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.95,20
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.975,41
Alabama,2023-05-31,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.99,102
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,1
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,1
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,1
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,2
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,2
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,3
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,4
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,5
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,6
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,7
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,9
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,12
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,16
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,22
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,34
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,71
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,142
Alabama,2023-05-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,346
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.25,1
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.3,1
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.35,2
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.4,2
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.45,2
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.5,3
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.55,4
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.6,5
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.65,6
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.7,8
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.75,10
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.8,13
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.85,18
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.9,29
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.95,59
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.975,119
Alabama,2023-05-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.99,291
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.5,0
Alabama,2023-05-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.55,0
