location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,1.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,1.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,2.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,2.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,3.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,3.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,3.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,4.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,4.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,4.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,4.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,5.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,5.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,5.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,6.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,6.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,6.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,7.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,7.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,8.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,9.0
Alabama,2023-08-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,10.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,1.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.15,1.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.2,1.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.25,1.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.3,1.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.35,2.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.4,2.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.45,2.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.5,2.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.55,2.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.6,3.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.65,3.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.7,3.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.75,3.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.8,4.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.85,4.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.9,4.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.95,5.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.975,6.0
Alabama,2023-08-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.99,6.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.3,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.35,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.4,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.45,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.5,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.55,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.6,1.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.65,2.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.7,2.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.75,2.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.8,2.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.85,2.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.9,3.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.95,3.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.975,4.0
Alabama,2023-08-31,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.99,4.0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-08-31,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.25,0
