location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.5,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.55,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.6,0
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.65,1
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.7,1
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.75,1
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.8,2
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.85,2
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.9,3
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.95,6
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.975,11
Alabama,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.99,20
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.45,1
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.5,1
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.55,1
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.6,1
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.65,2
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.7,2
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.75,3
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.8,4
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.85,6
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.9,10
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.95,19
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.975,33
Alabama,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.99,63
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.45,1
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.5,1
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.55,1
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.6,2
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.65,2
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.7,3
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.75,4
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.8,5
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.85,8
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.9,12
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.95,25
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.975,47
Alabama,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.99,93
Alabama,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,0
