location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.3,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.35,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.4,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.45,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.5,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.55,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.6,0
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.65,1
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.7,1
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.75,2
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.8,2
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.85,3
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.9,3
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.95,4
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.975,5
Alabama,2023-04-30,5/31/2023,May WNV neuroinvasive disease cases,quantile,0.99,6
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-04-30,6/30/2023,June WNV neuroinvasive disease cases,quantile,0.3,0
