location,forecast_date,target_end_date,target,type,quantile,value
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,1
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,2
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,2
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,3
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,4
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,4
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,5
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,6
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,7
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,9
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,11
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,13
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,16
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,22
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,28
Alabama,2023-07-31,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,37
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.15,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.2,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.25,0
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.3,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.35,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.4,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.45,1
Alabama,2023-07-31,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.5,2
